AgeGroup,IncomeBracket,InitialProductInterest,ConversionProbability
Mid-Age (30–50),80K-120K,Mortgage,0.901
Mid-Age (30–50),40K-80K,Chequing Account,1.0
Mid-Age (30–50),80K-120K,Chequing Account,1.0
Senior (50+),40K-80K,Chequing Account,0.504
Mid-Age (30–50),40K-80K,Investment,0.839
Mid-Age (30–50),40K-80K,Chequing Account,0.767
Senior (50+),80K-120K,Credit Card,0.821
Senior (50+),40K-80K,Investment,0.751
Senior (50+),80K-120K,Mortgage,1.0
Senior (50+),40K-80K,Investment,0.907
Mid-Age (30–50),80K-120K,Credit Card,0.736
Senior (50+),40K-80K,Mortgage,0.726
Senior (50+),40K-80K,Chequing Account,0.914
Senior (50+),40K-80K,Credit Card,0.977
Mid-Age (30–50),40K-80K,Chequing Account,0.544
Mid-Age (30–50),120K–200K,Chequing Account,1.0
Young (<30),80K-120K,Credit Card,1.0
Mid-Age (30–50),40K-80K,Chequing Account,0.656
Young (<30),<40K,Investment,0.499
Mid-Age (30–50),80K-120K,Credit Card,0.716
Mid-Age (30–50),80K-120K,Credit Card,0.902
Senior (50+),40K-80K,Mortgage,0.812
Mid-Age (30–50),40K-80K,Mortgage,0.749
Senior (50+),80K-120K,Mortgage,0.572
Mid-Age (30–50),80K-120K,Mortgage,1.0
Young (<30),40K-80K,Chequing Account,0.478
Mid-Age (30–50),80K-120K,Chequing Account,1.0
Mid-Age (30–50),80K-120K,Chequing Account,0.64
Senior (50+),40K-80K,Investment,0.738
Mid-Age (30–50),<40K,Credit Card,0.489
Mid-Age (30–50),40K-80K,Credit Card,0.489
Mid-Age (30–50),40K-80K,Credit Card,0.798
Mid-Age (30–50),40K-80K,Credit Card,0.395
Senior (50+),80K-120K,Credit Card,0.832
Mid-Age (30–50),40K-80K,Credit Card,0.88
Mid-Age (30–50),80K-120K,Chequing Account,0.714
Mid-Age (30–50),40K-80K,Chequing Account,0.605
Senior (50+),40K-80K,Mortgage,0.556
Young (<30),80K-120K,Chequing Account,0.643
Mid-Age (30–50),80K-120K,Mortgage,1.0
Mid-Age (30–50),80K-120K,Mortgage,0.781
Mid-Age (30–50),40K-80K,Credit Card,0.823
Mid-Age (30–50),40K-80K,Credit Card,0.787
Senior (50+),40K-80K,Chequing Account,0.795
Mid-Age (30–50),120K–200K,Chequing Account,0.934
Young (<30),40K-80K,Chequing Account,0.744
Senior (50+),80K-120K,Chequing Account,0.986
Senior (50+),<40K,Credit Card,0.47
Mid-Age (30–50),80K-120K,Chequing Account,0.968
Young (<30),40K-80K,Chequing Account,0.561
Young (<30),80K-120K,Mortgage,0.665
Mid-Age (30–50),40K-80K,Chequing Account,0.741
Young (<30),40K-80K,Mortgage,0.745
Mid-Age (30–50),40K-80K,Credit Card,0.705
Mid-Age (30–50),40K-80K,Mortgage,0.726
Young (<30),40K-80K,Mortgage,0.483
Mid-Age (30–50),40K-80K,Credit Card,0.724
Mid-Age (30–50),80K-120K,Credit Card,0.948
Senior (50+),<40K,Credit Card,0.458
Mid-Age (30–50),40K-80K,Chequing Account,0.575
Mid-Age (30–50),<40K,Chequing Account,0.659
Mid-Age (30–50),80K-120K,Mortgage,0.709
Young (<30),120K–200K,Chequing Account,0.938
Young (<30),40K-80K,Mortgage,0.825
Young (<30),40K-80K,Credit Card,0.763
Mid-Age (30–50),40K-80K,Credit Card,0.44
Senior (50+),40K-80K,Chequing Account,0.643
Young (<30),<40K,Credit Card,0.648
Senior (50+),80K-120K,Chequing Account,1.0
Senior (50+),40K-80K,Credit Card,0.763
Mid-Age (30–50),40K-80K,Credit Card,0.592
Senior (50+),80K-120K,Chequing Account,1.0
Mid-Age (30–50),40K-80K,Mortgage,0.643
Mid-Age (30–50),40K-80K,Mortgage,0.581
Mid-Age (30–50),80K-120K,Mortgage,0.717
Senior (50+),80K-120K,Investment,1.0
Young (<30),40K-80K,Chequing Account,0.726
Mid-Age (30–50),40K-80K,Credit Card,0.805
Senior (50+),80K-120K,Investment,0.565
Mid-Age (30–50),80K-120K,Credit Card,0.744
Young (<30),80K-120K,Investment,0.723
Senior (50+),80K-120K,Mortgage,1.0
Mid-Age (30–50),40K-80K,Credit Card,0.562
Mid-Age (30–50),40K-80K,Mortgage,0.516
Senior (50+),40K-80K,Chequing Account,0.914
Mid-Age (30–50),40K-80K,Credit Card,0.513
Mid-Age (30–50),40K-80K,Investment,0.568
Mid-Age (30–50),40K-80K,Mortgage,0.586
Senior (50+),40K-80K,Investment,0.656
Mid-Age (30–50),40K-80K,Mortgage,0.616
Mid-Age (30–50),80K-120K,Investment,0.629
Mid-Age (30–50),80K-120K,Credit Card,1.0
Mid-Age (30–50),120K–200K,Chequing Account,1.0
Senior (50+),80K-120K,Mortgage,0.675
Mid-Age (30–50),<40K,Credit Card,0.535
Mid-Age (30–50),120K–200K,Mortgage,1.0
Mid-Age (30–50),80K-120K,Credit Card,1.0
Young (<30),80K-120K,Mortgage,0.581
Young (<30),80K-120K,Investment,1.0
Mid-Age (30–50),80K-120K,Chequing Account,1.0
Mid-Age (30–50),40K-80K,Mortgage,0.634
Young (<30),40K-80K,Mortgage,0.573
Mid-Age (30–50),80K-120K,Chequing Account,0.943
Mid-Age (30–50),<40K,Chequing Account,0.392
Young (<30),40K-80K,Investment,0.816
Mid-Age (30–50),120K–200K,Mortgage,0.888
Senior (50+),40K-80K,Chequing Account,0.661
Mid-Age (30–50),80K-120K,Chequing Account,0.946
Young (<30),40K-80K,Investment,0.874
Young (<30),40K-80K,Chequing Account,0.679
Young (<30),80K-120K,Credit Card,1.0
Young (<30),80K-120K,Credit Card,0.864
Mid-Age (30–50),40K-80K,Credit Card,0.869
Young (<30),80K-120K,Credit Card,0.619
Mid-Age (30–50),80K-120K,Mortgage,0.857
Mid-Age (30–50),80K-120K,Credit Card,0.606
Young (<30),120K–200K,Mortgage,1.0
Mid-Age (30–50),40K-80K,Chequing Account,0.904
Senior (50+),80K-120K,Chequing Account,0.821
Young (<30),40K-80K,Mortgage,0.686
Young (<30),40K-80K,Investment,0.648
Senior (50+),40K-80K,Credit Card,0.782
Mid-Age (30–50),<40K,Chequing Account,0.309
Senior (50+),80K-120K,Mortgage,0.988
Mid-Age (30–50),80K-120K,Mortgage,0.735
Young (<30),40K-80K,Investment,0.963
Mid-Age (30–50),40K-80K,Chequing Account,0.432
Senior (50+),80K-120K,Mortgage,0.85
Mid-Age (30–50),40K-80K,Credit Card,0.816
Senior (50+),40K-80K,Credit Card,0.623
Senior (50+),40K-80K,Credit Card,0.615
Young (<30),80K-120K,Mortgage,0.716
Young (<30),80K-120K,Mortgage,1.0
Senior (50+),40K-80K,Mortgage,0.93
Young (<30),80K-120K,Chequing Account,0.95
Mid-Age (30–50),40K-80K,Credit Card,0.891
Mid-Age (30–50),40K-80K,Investment,0.618
Young (<30),40K-80K,Chequing Account,0.335
Mid-Age (30–50),40K-80K,Mortgage,0.899
Senior (50+),40K-80K,Mortgage,0.813
Young (<30),<40K,Mortgage,0.402
Mid-Age (30–50),80K-120K,Investment,0.527
Mid-Age (30–50),40K-80K,Credit Card,0.436
Senior (50+),<40K,Mortgage,0.673
Young (<30),40K-80K,Mortgage,0.954
Senior (50+),40K-80K,Chequing Account,0.844
Young (<30),40K-80K,Chequing Account,0.495
Young (<30),80K-120K,Credit Card,0.702
Young (<30),<40K,Chequing Account,0.551
Mid-Age (30–50),80K-120K,Mortgage,1.0
Senior (50+),80K-120K,Chequing Account,0.852
Senior (50+),80K-120K,Mortgage,1.0
Senior (50+),40K-80K,Mortgage,0.802
Senior (50+),120K–200K,Credit Card,1.0
Senior (50+),40K-80K,Investment,0.762
Mid-Age (30–50),40K-80K,Chequing Account,0.615
Young (<30),80K-120K,Investment,0.946
Young (<30),40K-80K,Credit Card,0.53
Young (<30),80K-120K,Mortgage,0.751
Mid-Age (30–50),80K-120K,Credit Card,0.664
Mid-Age (30–50),<40K,Chequing Account,0.664
Mid-Age (30–50),80K-120K,Investment,0.968
Mid-Age (30–50),80K-120K,Chequing Account,0.533
Mid-Age (30–50),40K-80K,Credit Card,0.845
Mid-Age (30–50),40K-80K,Investment,0.461
Senior (50+),80K-120K,Credit Card,0.84
Mid-Age (30–50),80K-120K,Investment,0.839
Senior (50+),80K-120K,Credit Card,0.676
Senior (50+),80K-120K,Mortgage,1.0
Young (<30),120K–200K,Investment,0.974
Young (<30),40K-80K,Credit Card,0.893
Senior (50+),40K-80K,Investment,0.597
Mid-Age (30–50),<40K,Credit Card,0.415
Mid-Age (30–50),40K-80K,Investment,0.827
Young (<30),80K-120K,Chequing Account,0.838
Senior (50+),<40K,Credit Card,0.506
Young (<30),<40K,Chequing Account,0.659
Young (<30),40K-80K,Mortgage,0.652
Mid-Age (30–50),80K-120K,Mortgage,0.925
Mid-Age (30–50),80K-120K,Credit Card,0.492
Young (<30),40K-80K,Chequing Account,0.888
Mid-Age (30–50),40K-80K,Investment,0.51
Senior (50+),80K-120K,Investment,0.786
Young (<30),40K-80K,Credit Card,0.879
Senior (50+),<40K,Credit Card,0.57
Senior (50+),80K-120K,Chequing Account,0.965
Senior (50+),80K-120K,Credit Card,0.626
Senior (50+),80K-120K,Mortgage,0.99
Young (<30),40K-80K,Credit Card,0.456
Senior (50+),80K-120K,Investment,0.749
Mid-Age (30–50),80K-120K,Chequing Account,0.707
Mid-Age (30–50),80K-120K,Investment,1.0
Senior (50+),40K-80K,Credit Card,0.817
Senior (50+),40K-80K,Credit Card,0.615
Senior (50+),40K-80K,Chequing Account,0.584
Mid-Age (30–50),<40K,Investment,0.386
Mid-Age (30–50),40K-80K,Investment,0.605
Young (<30),<40K,Credit Card,0.437
Young (<30),80K-120K,Mortgage,0.952
Senior (50+),<40K,Investment,0.502
Young (<30),40K-80K,Credit Card,0.73
Senior (50+),<40K,Credit Card,0.647
Senior (50+),80K-120K,Chequing Account,0.756
Senior (50+),80K-120K,Mortgage,0.936
Young (<30),80K-120K,Mortgage,1.0
Senior (50+),80K-120K,Mortgage,0.984
Mid-Age (30–50),80K-120K,Credit Card,0.639
Mid-Age (30–50),80K-120K,Credit Card,0.597
Senior (50+),40K-80K,Investment,0.724
Young (<30),<40K,Mortgage,0.463
Mid-Age (30–50),80K-120K,Credit Card,0.644
Mid-Age (30–50),40K-80K,Mortgage,0.815
Mid-Age (30–50),80K-120K,Investment,1.0
Senior (50+),80K-120K,Credit Card,1.0
Mid-Age (30–50),80K-120K,Investment,0.916
Mid-Age (30–50),<40K,Mortgage,0.603
Senior (50+),<40K,Credit Card,0.538
Mid-Age (30–50),40K-80K,Mortgage,0.538
Young (<30),80K-120K,Credit Card,0.671
Mid-Age (30–50),40K-80K,Credit Card,0.631
Senior (50+),40K-80K,Investment,0.405
Mid-Age (30–50),80K-120K,Credit Card,1.0
Young (<30),40K-80K,Investment,0.913
Senior (50+),80K-120K,Chequing Account,0.933
Senior (50+),40K-80K,Chequing Account,0.927
Mid-Age (30–50),40K-80K,Credit Card,0.959
Senior (50+),40K-80K,Mortgage,0.39
Mid-Age (30–50),40K-80K,Investment,0.611
Mid-Age (30–50),40K-80K,Credit Card,0.731
Senior (50+),120K–200K,Mortgage,0.787
Senior (50+),120K–200K,Credit Card,1.0
Mid-Age (30–50),40K-80K,Credit Card,0.581
Mid-Age (30–50),80K-120K,Investment,1.0
Mid-Age (30–50),80K-120K,Chequing Account,0.95
Young (<30),40K-80K,Mortgage,0.916
Mid-Age (30–50),40K-80K,Chequing Account,0.409
Mid-Age (30–50),80K-120K,Investment,0.692
Senior (50+),40K-80K,Credit Card,0.42
Mid-Age (30–50),120K–200K,Credit Card,1.0
Mid-Age (30–50),80K-120K,Chequing Account,0.915
Senior (50+),80K-120K,Credit Card,0.695
Senior (50+),40K-80K,Investment,0.537
Mid-Age (30–50),80K-120K,Chequing Account,1.0
Senior (50+),80K-120K,Mortgage,0.661
Mid-Age (30–50),80K-120K,Chequing Account,0.902
Mid-Age (30–50),<40K,Mortgage,0.54
Senior (50+),40K-80K,Chequing Account,0.531
Young (<30),80K-120K,Chequing Account,0.747
Mid-Age (30–50),80K-120K,Chequing Account,0.831
Mid-Age (30–50),80K-120K,Mortgage,0.61
Mid-Age (30–50),80K-120K,Chequing Account,1.0
Young (<30),80K-120K,Credit Card,0.654
Mid-Age (30–50),80K-120K,Credit Card,1.0
Senior (50+),80K-120K,Credit Card,0.647
Mid-Age (30–50),80K-120K,Investment,0.826
Mid-Age (30–50),40K-80K,Chequing Account,0.708
Young (<30),80K-120K,Mortgage,0.93
Senior (50+),<40K,Investment,0.611
Mid-Age (30–50),40K-80K,Chequing Account,0.589
Senior (50+),40K-80K,Credit Card,0.5
Mid-Age (30–50),80K-120K,Chequing Account,1.0
Young (<30),40K-80K,Mortgage,0.602
Senior (50+),40K-80K,Mortgage,0.818
Mid-Age (30–50),40K-80K,Mortgage,0.492
Young (<30),80K-120K,Mortgage,0.936
Mid-Age (30–50),80K-120K,Investment,0.962
Mid-Age (30–50),80K-120K,Mortgage,0.985
Mid-Age (30–50),40K-80K,Investment,0.833
Mid-Age (30–50),80K-120K,Mortgage,0.799
Mid-Age (30–50),40K-80K,Chequing Account,0.644
Senior (50+),80K-120K,Chequing Account,0.711
Senior (50+),80K-120K,Credit Card,0.667
Mid-Age (30–50),40K-80K,Mortgage,0.596
Young (<30),40K-80K,Chequing Account,0.704
Mid-Age (30–50),40K-80K,Investment,0.724
Senior (50+),80K-120K,Investment,0.646
Mid-Age (30–50),80K-120K,Mortgage,1.0
Young (<30),40K-80K,Investment,0.876
Senior (50+),40K-80K,Chequing Account,0.909
Mid-Age (30–50),80K-120K,Credit Card,0.921
Senior (50+),40K-80K,Credit Card,0.867
Mid-Age (30–50),40K-80K,Mortgage,0.877
Young (<30),40K-80K,Investment,0.941
Mid-Age (30–50),40K-80K,Credit Card,0.925
Mid-Age (30–50),80K-120K,Chequing Account,0.554
Mid-Age (30–50),80K-120K,Chequing Account,0.755
Young (<30),40K-80K,Mortgage,0.578
Young (<30),80K-120K,Chequing Account,0.735
Senior (50+),40K-80K,Chequing Account,0.995
Young (<30),40K-80K,Mortgage,0.631
Mid-Age (30–50),80K-120K,Chequing Account,0.577
Mid-Age (30–50),80K-120K,Mortgage,0.646
Senior (50+),40K-80K,Investment,0.787
Mid-Age (30–50),40K-80K,Mortgage,0.822
Senior (50+),40K-80K,Mortgage,0.478
Senior (50+),40K-80K,Credit Card,0.596
Mid-Age (30–50),40K-80K,Mortgage,0.692
Senior (50+),120K–200K,Chequing Account,1.0
Senior (50+),80K-120K,Chequing Account,0.654
Young (<30),40K-80K,Investment,0.533
Mid-Age (30–50),80K-120K,Investment,0.744
Mid-Age (30–50),<40K,Mortgage,0.725
Mid-Age (30–50),40K-80K,Chequing Account,0.616
Senior (50+),80K-120K,Mortgage,0.727
Mid-Age (30–50),120K–200K,Investment,1.0
Senior (50+),40K-80K,Credit Card,0.638
Senior (50+),80K-120K,Investment,0.696
Mid-Age (30–50),40K-80K,Mortgage,0.89
Senior (50+),80K-120K,Investment,1.0
Mid-Age (30–50),<40K,Credit Card,0.377
Young (<30),80K-120K,Credit Card,0.976
Mid-Age (30–50),40K-80K,Investment,0.662
Young (<30),40K-80K,Mortgage,0.971
Mid-Age (30–50),40K-80K,Credit Card,0.615
Mid-Age (30–50),40K-80K,Chequing Account,0.87
Young (<30),80K-120K,Credit Card,0.998
Senior (50+),80K-120K,Chequing Account,0.65
Mid-Age (30–50),40K-80K,Chequing Account,0.725
Young (<30),40K-80K,Chequing Account,0.714
Senior (50+),80K-120K,Chequing Account,0.786
Mid-Age (30–50),80K-120K,Credit Card,0.788
Young (<30),80K-120K,Mortgage,0.675
Senior (50+),80K-120K,Chequing Account,1.0
Senior (50+),40K-80K,Credit Card,0.745
Senior (50+),40K-80K,Investment,0.741
Young (<30),40K-80K,Investment,0.707
Mid-Age (30–50),40K-80K,Mortgage,0.572
Senior (50+),40K-80K,Mortgage,0.689
Mid-Age (30–50),80K-120K,Credit Card,0.996
Senior (50+),40K-80K,Mortgage,0.775
Young (<30),<40K,Chequing Account,0.304
Young (<30),80K-120K,Investment,0.725
Senior (50+),40K-80K,Chequing Account,0.395
Mid-Age (30–50),40K-80K,Mortgage,0.474
Mid-Age (30–50),40K-80K,Mortgage,0.6
Mid-Age (30–50),80K-120K,Mortgage,0.848
Senior (50+),80K-120K,Credit Card,0.854
Senior (50+),40K-80K,Chequing Account,0.71
Mid-Age (30–50),40K-80K,Mortgage,0.31
Young (<30),80K-120K,Credit Card,0.963
Young (<30),120K–200K,Investment,1.0
Mid-Age (30–50),80K-120K,Chequing Account,0.784
Mid-Age (30–50),40K-80K,Credit Card,0.949
Mid-Age (30–50),80K-120K,Chequing Account,0.931
Senior (50+),80K-120K,Mortgage,1.0
Senior (50+),80K-120K,Credit Card,0.83
Young (<30),40K-80K,Mortgage,0.784
Young (<30),40K-80K,Credit Card,0.783
Young (<30),80K-120K,Investment,1.0
Mid-Age (30–50),80K-120K,Chequing Account,0.911
Mid-Age (30–50),80K-120K,Chequing Account,0.865
Mid-Age (30–50),40K-80K,Credit Card,0.677
Senior (50+),40K-80K,Investment,0.58
Senior (50+),<40K,Chequing Account,0.657
Senior (50+),<40K,Credit Card,0.54
Mid-Age (30–50),80K-120K,Credit Card,0.611
Young (<30),120K–200K,Mortgage,0.851
Young (<30),40K-80K,Credit Card,0.749
Senior (50+),40K-80K,Credit Card,0.8
Mid-Age (30–50),40K-80K,Credit Card,0.534
Young (<30),40K-80K,Credit Card,0.623
Senior (50+),40K-80K,Chequing Account,0.896
Young (<30),80K-120K,Credit Card,1.0
Young (<30),120K–200K,Chequing Account,1.0
Senior (50+),40K-80K,Credit Card,0.613
Senior (50+),80K-120K,Credit Card,0.769
Senior (50+),80K-120K,Mortgage,0.846
Young (<30),40K-80K,Chequing Account,0.733
Mid-Age (30–50),80K-120K,Mortgage,0.864
Mid-Age (30–50),40K-80K,Credit Card,0.577
Young (<30),40K-80K,Investment,1.0
Senior (50+),80K-120K,Credit Card,0.878
Mid-Age (30–50),40K-80K,Mortgage,0.666
Mid-Age (30–50),40K-80K,Chequing Account,0.586
Senior (50+),40K-80K,Mortgage,0.926
Mid-Age (30–50),80K-120K,Mortgage,0.815
Senior (50+),80K-120K,Chequing Account,0.662
Senior (50+),40K-80K,Credit Card,0.746
Young (<30),80K-120K,Credit Card,0.658
Senior (50+),<40K,Investment,0.319
Young (<30),<40K,Chequing Account,0.697
Young (<30),80K-120K,Credit Card,0.65
Senior (50+),40K-80K,Credit Card,0.44
Senior (50+),40K-80K,Chequing Account,0.531
Young (<30),40K-80K,Mortgage,0.832
Senior (50+),120K–200K,Credit Card,1.0
Mid-Age (30–50),80K-120K,Credit Card,1.0
Young (<30),<40K,Credit Card,0.612
Mid-Age (30–50),40K-80K,Mortgage,0.803
Mid-Age (30–50),40K-80K,Credit Card,0.893
Young (<30),80K-120K,Chequing Account,0.993
Mid-Age (30–50),40K-80K,Mortgage,0.393
Mid-Age (30–50),80K-120K,Investment,0.743
Mid-Age (30–50),40K-80K,Mortgage,0.605
Senior (50+),40K-80K,Investment,0.808
Young (<30),80K-120K,Credit Card,0.797
Senior (50+),80K-120K,Credit Card,0.994
Mid-Age (30–50),40K-80K,Chequing Account,0.637
Mid-Age (30–50),40K-80K,Mortgage,0.515
Senior (50+),80K-120K,Chequing Account,1.0
Mid-Age (30–50),40K-80K,Credit Card,0.789
Young (<30),80K-120K,Mortgage,0.806
Mid-Age (30–50),40K-80K,Credit Card,0.658
Mid-Age (30–50),40K-80K,Credit Card,0.389
Mid-Age (30–50),40K-80K,Chequing Account,0.68
Young (<30),80K-120K,Investment,0.62
Mid-Age (30–50),40K-80K,Chequing Account,0.684
Young (<30),40K-80K,Chequing Account,0.483
Young (<30),40K-80K,Chequing Account,0.485
Senior (50+),40K-80K,Chequing Account,0.359
Senior (50+),80K-120K,Chequing Account,0.651
Mid-Age (30–50),80K-120K,Credit Card,0.796
Senior (50+),40K-80K,Chequing Account,0.884
Mid-Age (30–50),40K-80K,Credit Card,0.624
Mid-Age (30–50),40K-80K,Mortgage,0.524
Senior (50+),40K-80K,Chequing Account,0.679
Senior (50+),40K-80K,Chequing Account,0.914
Senior (50+),40K-80K,Investment,0.674
Mid-Age (30–50),40K-80K,Chequing Account,0.886
Mid-Age (30–50),80K-120K,Chequing Account,0.561
Mid-Age (30–50),80K-120K,Credit Card,1.0
Senior (50+),40K-80K,Chequing Account,0.797
Mid-Age (30–50),40K-80K,Credit Card,0.813
Senior (50+),<40K,Investment,0.496
Senior (50+),40K-80K,Chequing Account,0.637
Young (<30),40K-80K,Investment,0.398
Senior (50+),80K-120K,Mortgage,0.964
Senior (50+),80K-120K,Mortgage,0.831
Young (<30),40K-80K,Credit Card,0.298
Mid-Age (30–50),40K-80K,Credit Card,0.582
Mid-Age (30–50),40K-80K,Credit Card,0.697
Senior (50+),80K-120K,Credit Card,0.766
Mid-Age (30–50),80K-120K,Credit Card,0.964
Mid-Age (30–50),40K-80K,Credit Card,0.401
Mid-Age (30–50),80K-120K,Chequing Account,0.989
Mid-Age (30–50),40K-80K,Mortgage,0.474
Young (<30),80K-120K,Chequing Account,1.0
Mid-Age (30–50),40K-80K,Credit Card,0.586
Senior (50+),40K-80K,Chequing Account,0.493
Young (<30),40K-80K,Investment,0.649
Senior (50+),80K-120K,Mortgage,0.686
Mid-Age (30–50),80K-120K,Chequing Account,0.925
Mid-Age (30–50),40K-80K,Investment,0.624
Senior (50+),40K-80K,Credit Card,0.572
Senior (50+),40K-80K,Credit Card,0.822
Mid-Age (30–50),40K-80K,Chequing Account,0.782
Senior (50+),40K-80K,Credit Card,0.551
Mid-Age (30–50),40K-80K,Chequing Account,0.75
Mid-Age (30–50),80K-120K,Credit Card,0.856
Mid-Age (30–50),40K-80K,Chequing Account,0.665
Mid-Age (30–50),40K-80K,Credit Card,0.703
Young (<30),80K-120K,Investment,0.89
Mid-Age (30–50),40K-80K,Credit Card,0.906
Mid-Age (30–50),80K-120K,Mortgage,0.73
Young (<30),40K-80K,Investment,0.53
Young (<30),40K-80K,Credit Card,0.616
Young (<30),80K-120K,Investment,1.0
Senior (50+),40K-80K,Credit Card,0.791
Senior (50+),80K-120K,Mortgage,0.773
Mid-Age (30–50),40K-80K,Investment,0.754
Mid-Age (30–50),40K-80K,Chequing Account,0.922
Young (<30),40K-80K,Credit Card,0.821
Mid-Age (30–50),40K-80K,Mortgage,0.895
Mid-Age (30–50),80K-120K,Mortgage,0.974
Young (<30),80K-120K,Investment,0.719
Mid-Age (30–50),80K-120K,Mortgage,0.572
Young (<30),80K-120K,Credit Card,0.5
Mid-Age (30–50),80K-120K,Mortgage,0.762
Mid-Age (30–50),40K-80K,Credit Card,0.869
Senior (50+),80K-120K,Chequing Account,1.0
Senior (50+),<40K,Chequing Account,0.353
Mid-Age (30–50),40K-80K,Chequing Account,0.787
Mid-Age (30–50),80K-120K,Chequing Account,0.592
Young (<30),40K-80K,Credit Card,0.566
Senior (50+),<40K,Mortgage,0.308
Senior (50+),40K-80K,Investment,0.69
Senior (50+),80K-120K,Chequing Account,0.935
Mid-Age (30–50),120K–200K,Credit Card,1.0
Young (<30),<40K,Chequing Account,0.563
Mid-Age (30–50),80K-120K,Credit Card,0.943
Mid-Age (30–50),40K-80K,Mortgage,0.69
Mid-Age (30–50),40K-80K,Mortgage,0.486
Young (<30),40K-80K,Credit Card,0.454
Senior (50+),40K-80K,Mortgage,0.872
Young (<30),<40K,Credit Card,0.513
Senior (50+),80K-120K,Mortgage,0.733
Senior (50+),120K–200K,Chequing Account,1.0
Mid-Age (30–50),40K-80K,Chequing Account,0.488
Mid-Age (30–50),<40K,Chequing Account,0.624
Mid-Age (30–50),<40K,Mortgage,0.704
Young (<30),40K-80K,Chequing Account,0.663
Mid-Age (30–50),40K-80K,Mortgage,0.69
Mid-Age (30–50),40K-80K,Credit Card,0.474
Senior (50+),80K-120K,Credit Card,0.798
Young (<30),40K-80K,Mortgage,0.616
Mid-Age (30–50),40K-80K,Mortgage,0.754
Senior (50+),80K-120K,Credit Card,0.996
Mid-Age (30–50),40K-80K,Chequing Account,0.701
Mid-Age (30–50),80K-120K,Mortgage,0.743
Mid-Age (30–50),80K-120K,Investment,0.897
Senior (50+),80K-120K,Chequing Account,0.74
Senior (50+),40K-80K,Credit Card,0.485
Senior (50+),80K-120K,Chequing Account,0.665
Senior (50+),80K-120K,Chequing Account,0.66
Senior (50+),40K-80K,Credit Card,0.849
Senior (50+),80K-120K,Mortgage,0.669
Senior (50+),80K-120K,Chequing Account,0.868
Senior (50+),<40K,Investment,0.494
Young (<30),80K-120K,Mortgage,0.804
Young (<30),40K-80K,Mortgage,0.551
Senior (50+),40K-80K,Chequing Account,0.782
Senior (50+),80K-120K,Credit Card,0.851
Mid-Age (30–50),40K-80K,Mortgage,0.657
Mid-Age (30–50),40K-80K,Mortgage,0.493
Senior (50+),80K-120K,Chequing Account,1.0
Mid-Age (30–50),40K-80K,Chequing Account,0.613
Senior (50+),40K-80K,Mortgage,0.575
Senior (50+),80K-120K,Credit Card,0.905
Senior (50+),<40K,Credit Card,0.603
Young (<30),80K-120K,Credit Card,1.0
Mid-Age (30–50),80K-120K,Mortgage,0.772
Senior (50+),40K-80K,Credit Card,0.87
Young (<30),40K-80K,Mortgage,0.789
Senior (50+),80K-120K,Investment,1.0
Mid-Age (30–50),<40K,Chequing Account,0.604
Young (<30),80K-120K,Investment,0.516
Senior (50+),80K-120K,Credit Card,0.83
Mid-Age (30–50),<40K,Investment,0.677
Senior (50+),40K-80K,Credit Card,0.647
Mid-Age (30–50),80K-120K,Mortgage,0.736
Senior (50+),80K-120K,Mortgage,0.846
Mid-Age (30–50),40K-80K,Chequing Account,0.832
Mid-Age (30–50),40K-80K,Credit Card,0.82
Young (<30),40K-80K,Credit Card,0.825
Senior (50+),40K-80K,Mortgage,0.743
Young (<30),80K-120K,Chequing Account,0.719
Young (<30),40K-80K,Chequing Account,0.794
Mid-Age (30–50),40K-80K,Credit Card,0.861
Young (<30),80K-120K,Chequing Account,0.678
Senior (50+),80K-120K,Credit Card,1.0
Young (<30),40K-80K,Credit Card,0.429
Young (<30),40K-80K,Chequing Account,0.783
Senior (50+),<40K,Investment,0.386
Senior (50+),40K-80K,Investment,0.797
Mid-Age (30–50),80K-120K,Credit Card,1.0
Senior (50+),80K-120K,Investment,0.79
Young (<30),40K-80K,Mortgage,0.797
Young (<30),40K-80K,Chequing Account,0.737
Mid-Age (30–50),80K-120K,Chequing Account,0.671
Young (<30),40K-80K,Chequing Account,0.587
Senior (50+),40K-80K,Chequing Account,0.675
Young (<30),80K-120K,Mortgage,0.689
Senior (50+),80K-120K,Mortgage,0.963
Senior (50+),80K-120K,Investment,0.615
Mid-Age (30–50),40K-80K,Mortgage,0.99
Mid-Age (30–50),40K-80K,Chequing Account,0.519
Mid-Age (30–50),40K-80K,Chequing Account,0.944
Senior (50+),80K-120K,Credit Card,0.932
Mid-Age (30–50),40K-80K,Investment,0.865
Mid-Age (30–50),40K-80K,Credit Card,0.567
Senior (50+),80K-120K,Credit Card,1.0
Senior (50+),40K-80K,Mortgage,0.623
Mid-Age (30–50),40K-80K,Chequing Account,0.583
Young (<30),<40K,Mortgage,0.427
Mid-Age (30–50),40K-80K,Mortgage,0.472
Mid-Age (30–50),40K-80K,Credit Card,0.592
Senior (50+),120K–200K,Credit Card,1.0
Mid-Age (30–50),80K-120K,Chequing Account,0.819
Young (<30),40K-80K,Chequing Account,0.631
Senior (50+),80K-120K,Investment,0.91
Young (<30),40K-80K,Chequing Account,0.825
Senior (50+),80K-120K,Investment,0.717
Mid-Age (30–50),120K–200K,Mortgage,1.0
Senior (50+),40K-80K,Investment,0.792
