LeadID,LeadSource,Age,Gender,EmploymentStatus,Income,MaritalStatus,Province,InitialProductInterest,WebsiteVisits_PreConversion,TimeOnWebsite_Minutes,EmailOpenedCount,DaysSinceInquiry,CallCenterInquiries,BranchVisits,ReferrerCustomer,HasExistingProducts,FirstContactChannel,ConversionProbability,ConversionClass,ConvertedFlag,FirstProductTaken,FirstTransactionAmount,MonthlyRevenue,TenureMonths,CLTV
L15892,Branch Walk-in,61,Male,Full-time,66343.07,Single,Ontario,Mortgage,2,14.44,5,113,0,2,0,0,Website,0.877,High,1,Mortgage,1447,60.55,29,1756.09
L15893,Partnership,57,Female,Full-time,137017.08,Single,Alberta,Mortgage,2,17.29,4,26,2,1,0,0,Call,0.949,High,1,Mortgage,1956,41.94,23,964.71
L15894,Branch Walk-in,29,Male,Part-time,105459.25,Single,Manitoba,Credit Card,2,26.05,3,20,1,0,0,0,Website,1.0,High,1,Credit Card,8518,190.44,41,7808.15
L15895,Referral,18,Female,Part-time,83164.42,Single,Nova Scotia,Credit Card,6,24.16,7,66,1,1,1,0,Email,0.863,High,1,Credit Card,9814,183.53,27,4955.25
L15896,Referral,67,Female,Part-time,60635.73,Single,Manitoba,Mortgage,5,13.92,8,75,0,1,0,1,Website,0.689,High,0,nan,0,0.0,0,0.0
L15897,Branch Walk-in,51,Female,Full-time,90330.22,Married,Manitoba,Credit Card,5,20.17,1,4,1,0,0,1,Email,0.973,High,1,Credit Card,2388,223.12,31,6916.73
L15898,Partnership,61,Female,Student,103899.26,Divorced,Alberta,Credit Card,3,12.5,0,98,0,0,1,0,Call,0.8,High,0,nan,0,0.0,0,0.0
L15899,Online Ad,36,Female,Full-time,53860.4,Single,Alberta,Chequing Account,3,16.13,3,79,1,1,1,1,Call,0.652,High,1,Chequing Account,6993,173.95,34,5914.42
L15900,Online Ad,40,Female,Part-time,43311.26,Married,Ontario,Investment,2,14.08,4,104,0,0,0,1,Email,0.515,Medium,0,nan,0,0.0,0,0.0
L15901,Referral,24,Other,Unemployed,88181.81,Single,Ontario,Mortgage,4,27.09,6,18,1,0,0,1,Email,0.913,High,1,Mortgage,8700,59.97,22,1319.26
L15902,Online Ad,24,Female,Unemployed,95182.27,Married,Ontario,Investment,3,9.12,9,98,0,0,0,0,Email,0.752,High,1,Investment,5731,72.48,23,1667.02
L15903,Referral,18,Male,Full-time,95799.14,Single,Ontario,Credit Card,3,20.8,7,51,2,0,0,0,Email,1.0,High,1,Credit Card,1737,232.68,39,9074.43
L15904,Online Ad,35,Female,Full-time,66663.8,Single,Quebec,Investment,5,5.37,0,65,0,0,0,0,Call,0.637,High,1,Investment,4417,226.57,18,4078.32
L15905,Online Ad,25,Male,Student,76073.97,Single,Quebec,Credit Card,3,14.77,6,85,2,1,0,0,Website,0.559,Medium,1,Credit Card,2069,147.86,28,4139.97
L15906,Online Ad,42,Female,,85915.51,Married,Alberta,Mortgage,3,15.08,3,67,0,1,1,0,Email,0.661,High,1,Mortgage,4459,164.76,30,4942.71
L15907,Partnership,59,Female,Part-time,86176.08,Single,Ontario,Credit Card,1,6.44,2,80,2,0,0,1,Email,0.719,High,0,nan,0,0.0,0,0.0
L15908,Online Ad,46,Female,Full-time,70018.11,Married,Quebec,Investment,3,8.26,6,5,1,0,1,1,Email,0.684,High,1,Investment,830,193.24,54,10435.02
L15909,Online Ad,40,Female,Full-time,52856.71,Single,Alberta,Credit Card,5,4.56,0,95,3,0,0,0,Website,0.559,Medium,1,Credit Card,560,103.82,24,2491.65
L15910,Online Ad,46,Male,Unemployed,,Divorced,Ontario,Chequing Account,3,14.86,3,23,2,1,0,0,Email,0.53,Medium,1,Chequing Account,8903,66.24,22,1457.39
L15911,Partnership,18,Male,Full-time,116503.05,Divorced,Quebec,Credit Card,2,9.87,1,97,2,0,0,1,Email,0.749,High,1,Credit Card,5704,141.05,14,1974.63
L15912,Social Media,32,Male,Self-employed,90338.13,Married,Ontario,Chequing Account,2,5.75,3,54,2,0,1,0,Email,0.612,High,0,nan,0,0.0,0,0.0
L15913,Social Media,32,Female,Part-time,80069.71,Married,Nova Scotia,Mortgage,2,25.16,5,106,2,0,1,0,Call,0.432,Medium,1,Mortgage,582,145.21,9,1306.91
L15914,Online Ad,45,Female,Full-time,57532.31,Married,Ontario,Chequing Account,7,20.12,7,112,2,1,0,1,Website,0.643,High,0,nan,0,0.0,0,0.0
L15915,Social Media,53,Female,Full-time,52232.92,Married,Alberta,Chequing Account,4,32.46,3,103,2,0,0,0,Website,0.6,Medium,1,Chequing Account,5951,211.28,52,10986.52
L15916,Referral,59,Female,Full-time,67227.57,Widowed,British Columbia,Chequing Account,4,19.33,1,96,0,0,0,1,Email,0.949,High,1,Chequing Account,697,160.04,42,6721.82
L15917,Referral,57,Female,Full-time,40946.77,Divorced,Ontario,Investment,4,16.73,7,77,1,0,1,1,Email,0.778,High,1,Investment,8591,194.22,27,5244.02
L15918,Branch Walk-in,49,Male,Full-time,95018.8,Married,Quebec,Chequing Account,3,6.96,9,15,1,1,0,1,Email,0.915,High,1,Chequing Account,4006,276.85,45,12458.04
L15919,Social Media,63,Male,Unemployed,116797.16,Single,Quebec,Credit Card,5,20.54,5,104,0,1,0,0,Website,0.761,High,0,nan,0,0.0,0,0.0
L15920,Social Media,30,Male,Self-employed,40844.49,Married,Quebec,Investment,3,16.83,4,60,3,0,1,1,Website,0.357,Medium,0,nan,0,0.0,0,0.0
L15921,Partnership,38,Male,Student,52164.77,Married,British Columbia,Investment,6,20.57,7,77,0,0,0,1,Email,0.544,Medium,1,Investment,3725,148.94,40,5957.42
L15922,Partnership,66,Male,Unemployed,81717.7,Married,Alberta,Mortgage,10,18.67,0,93,2,0,0,0,Branch,0.742,High,1,Mortgage,8433,128.71,40,5148.21
L15923,Online Ad,56,Male,Full-time,76493.09,Married,Quebec,Chequing Account,2,21.71,6,36,1,1,0,0,Email,0.623,High,0,nan,0,0.0,0,0.0
L15924,Referral,55,Male,Full-time,77705.8,Single,British Columbia,Chequing Account,1,2.81,3,11,0,0,0,0,Call,1.0,High,1,Chequing Account,1896,59.53,12,714.42
L15925,Online Ad,26,Female,Part-time,85048.85,Single,Ontario,Chequing Account,3,9.4,3,79,1,0,1,0,Website,0.698,High,0,nan,0,0.0,0,0.0
L15926,Partnership,37,Male,Unemployed,119578.83,Single,Quebec,Mortgage,1,9.3,3,28,2,0,0,0,Call,0.752,High,1,Mortgage,9834,41.24,19,783.6
L15927,Online Ad,37,Male,Unemployed,31883.65,Married,,Mortgage,6,12.51,0,62,0,1,0,1,Call,0.43,Medium,1,Mortgage,7882,197.24,28,5522.67
L15928,Partnership,25,Male,Part-time,126352.55,Married,Manitoba,Investment,3,8.12,1,20,0,0,0,1,Email,0.766,High,0,nan,0,0.0,0,0.0
L15929,Referral,31,Male,Part-time,62100.25,Married,Alberta,Credit Card,4,17.02,2,77,0,1,0,1,Call,0.845,High,1,Credit Card,9332,174.65,47,8208.47
L15930,Referral,37,Female,Full-time,62254.69,Married,Quebec,Chequing Account,4,18.91,6,4,2,2,0,1,Website,0.783,High,1,Chequing Account,5427,120.43,29,3492.42
L15931,Online Ad,52,Other,Unemployed,74868.91,Divorced,Ontario,Chequing Account,3,16.52,9,41,3,2,1,0,Email,0.597,Medium,0,nan,0,0.0,0,0.0
L15932,Referral,62,Male,Student,57574.76,Single,British Columbia,Chequing Account,6,9.97,0,67,1,0,0,0,Email,0.746,High,1,Chequing Account,8159,22.95,44,1009.89
L15933,Partnership,38,Male,Full-time,138219.01,Married,Quebec,Credit Card,3,27.83,6,119,1,1,0,0,Branch,1.0,High,1,Credit Card,7139,275.2,20,5504.0
L15934,Online Ad,58,Female,Full-time,80659.27,Single,British Columbia,Mortgage,4,4.5,3,50,1,0,0,1,Email,0.814,High,1,Mortgage,3653,88.77,6,532.6
L15935,Referral,58,Male,Full-time,95890.45,Married,British Columbia,Credit Card,8,19.6,2,46,0,0,1,0,Call,1.0,High,1,Credit Card,8655,181.19,16,2899.07
L15936,Online Ad,39,Female,Part-time,104617.29,Married,Nova Scotia,Mortgage,3,22.98,9,0,1,0,0,0,Call,0.589,Medium,1,Mortgage,7025,222.21,6,1333.28
L15937,Referral,60,Female,Full-time,83263.77,Single,Manitoba,Chequing Account,8,26.25,2,55,0,0,0,1,Website,0.941,High,1,Chequing Account,6665,44.14,13,573.87
L15938,Online Ad,23,Male,Full-time,54790.43,Married,Quebec,Chequing Account,1,18.59,1,39,2,0,0,0,Email,0.474,Medium,0,nan,0,0.0,0,0.0
L15939,Referral,61,Male,Full-time,86988.98,Single,Ontario,Chequing Account,3,7.21,4,49,0,1,0,0,Email,1.0,High,1,Chequing Account,9846,179.6,26,4669.6
L15940,Partnership,44,Male,Full-time,58248.47,Married,Ontario,Chequing Account,0,5.31,3,40,0,0,0,1,Email,0.64,High,1,Chequing Account,6321,254.03,12,3048.41
L15941,Referral,21,Male,Unemployed,87175.01,Married,Ontario,Chequing Account,2,18.17,0,44,0,1,0,1,Email,0.987,High,1,Chequing Account,1576,55.84,17,949.21
L15942,Referral,21,Male,Self-employed,52327.83,Married,Alberta,Credit Card,4,8.22,3,46,1,0,0,0,Website,0.786,High,1,Credit Card,4698,29.06,2,58.11
L15943,Branch Walk-in,45,Male,Self-employed,69749.67,Single,Manitoba,Mortgage,3,23.41,5,52,1,1,0,1,Email,0.82,High,1,Mortgage,1940,131.19,1,131.19
L15944,Online Ad,44,Female,Full-time,62962.43,Single,Manitoba,Credit Card,4,14.34,8,102,1,4,1,1,Email,0.487,Medium,1,Credit Card,5365,292.97,21,6152.3
L15945,Referral,34,Male,Part-time,37954.29,Single,Quebec,Mortgage,4,12.76,1,28,2,0,1,0,Branch,0.575,Medium,1,Mortgage,8759,239.15,57,13631.75
L15946,Branch Walk-in,56,Male,Full-time,49985.39,Married,Alberta,Mortgage,1,11.42,7,47,2,0,0,0,Website,0.91,High,1,Mortgage,1598,62.99,45,2834.42
L15947,Online Ad,55,Female,Self-employed,83265.02,Single,Ontario,Mortgage,2,16.26,4,74,1,0,0,0,Website,0.656,High,0,nan,0,0.0,0,0.0
L15948,Branch Walk-in,69,Female,Self-employed,26785.66,Divorced,Alberta,Mortgage,4,23.34,1,43,2,1,1,0,Website,0.716,High,0,nan,0,0.0,0,0.0
L15949,Branch Walk-in,46,Male,Self-employed,79129.79,Single,Quebec,Mortgage,4,18.06,5,105,2,0,0,1,Website,0.783,High,1,Mortgage,6400,209.47,38,7959.79
L15950,Social Media,57,Female,Full-time,78579.6,Single,Ontario,Chequing Account,3,14.47,6,97,0,0,0,1,Call,0.795,High,1,Chequing Account,293,247.25,22,5439.55
L15951,Partnership,24,Female,Full-time,102658.01,Single,Alberta,Chequing Account,1,14.16,8,40,0,1,0,0,Call,0.887,High,1,Chequing Account,4755,42.7,48,2049.63
L15952,Online Ad,25,Female,Part-time,46298.21,Single,Alberta,Credit Card,3,1.68,7,59,2,2,1,0,Email,0.531,Medium,1,Credit Card,1018,266.08,9,2394.68
L15953,Referral,58,Male,Full-time,60327.09,Divorced,Alberta,Credit Card,2,10.57,0,96,1,0,0,0,Branch,0.918,High,1,Credit Card,9821,255.12,16,4081.98
L15954,Referral,50,Male,Unemployed,15000.0,Widowed,British Columbia,Mortgage,2,11.44,0,47,2,2,1,0,Website,0.534,Medium,1,Mortgage,8577,62.74,5,313.72
L15955,Online Ad,49,Other,Student,90023.5,Single,Quebec,Chequing Account,3,14.78,2,50,1,1,0,0,Website,0.55,Medium,0,nan,0,0.0,0,0.0
L15956,Social Media,52,Male,Full-time,105111.67,Married,Ontario,Chequing Account,0,15.48,1,0,2,1,0,0,Website,0.815,High,0,nan,0,0.0,0,0.0
L15957,Social Media,35,Female,Unemployed,115484.52,Single,Ontario,Chequing Account,3,12.11,6,55,2,0,0,1,Call,0.892,High,1,Chequing Account,7224,223.25,15,3348.78
L15958,Branch Walk-in,68,Male,Part-time,119271.95,Single,British Columbia,Mortgage,1,13.06,5,28,0,1,0,0,Email,1.0,High,1,Mortgage,4342,170.08,43,7313.61
L15959,Branch Walk-in,60,Female,Student,69929.31,Single,Alberta,Mortgage,3,12.18,1,80,1,0,0,0,Branch,0.762,High,1,Mortgage,3302,145.97,4,583.87
L15960,Online Ad,33,Male,Full-time,71084.11,Divorced,British Columbia,Investment,4,11.61,1,67,0,0,0,0,Website,0.725,High,1,Investment,7945,134.83,23,3101.04
L15961,Branch Walk-in,35,Male,Part-time,103104.23,Married,Quebec,Chequing Account,5,19.82,6,64,0,0,1,0,Call,0.937,High,1,Chequing Account,4704,20.64,16,330.18
L15962,Social Media,55,Female,Student,56849.83,Married,British Columbia,Credit Card,4,10.75,8,42,1,0,0,0,Call,0.469,Medium,0,nan,0,0.0,0,0.0
L15963,Branch Walk-in,42,Female,Full-time,84080.92,Single,Ontario,Credit Card,1,8.5,2,63,3,0,1,0,Email,1.0,High,1,Credit Card,7645,296.88,20,5937.58
L15964,Referral,51,Male,Full-time,85785.39,Married,British Columbia,Investment,8,14.96,3,42,0,0,0,1,Call,0.998,High,1,Investment,9542,207.43,57,11823.58
L15965,Branch Walk-in,21,Male,Part-time,102662.09,Widowed,Alberta,Chequing Account,3,17.11,7,75,1,1,0,0,Call,1.0,High,1,Chequing Account,2838,46.01,25,1150.19
L15966,Referral,22,Male,Part-time,65790.02,Married,Ontario,Mortgage,3,25.72,1,25,1,1,0,0,Website,0.918,High,0,nan,0,0.0,0,0.0
L15967,Branch Walk-in,31,Male,Full-time,105755.2,Widowed,Ontario,Investment,5,9.16,7,55,1,0,0,0,Call,1.0,High,1,Investment,7773,159.0,35,5565.17
L15968,Branch Walk-in,18,Male,Full-time,88222.83,Single,Quebec,Mortgage,5,30.21,0,54,1,1,1,0,Call,1.0,High,1,Mortgage,1498,202.37,38,7689.96
L15969,Referral,39,Other,Full-time,73416.13,Married,Alberta,Chequing Account,4,12.19,1,2,3,0,0,0,Email,0.895,High,1,Chequing Account,2925,287.87,31,8924.08
L15970,Social Media,63,Female,Full-time,63606.16,Single,Ontario,Investment,2,19.94,0,83,0,1,1,1,Website,0.591,Medium,0,nan,0,0.0,0,0.0
L15971,Partnership,38,Female,Full-time,34578.28,Single,Nova Scotia,Mortgage,3,0.36,9,7,0,1,1,0,Email,0.369,Medium,0,nan,0,0.0,0,0.0
L15972,Online Ad,30,Female,Self-employed,108035.32,Single,Alberta,Chequing Account,2,22.41,3,17,2,1,0,0,Branch,0.808,High,1,Chequing Account,398,152.03,44,6689.51
L15973,Partnership,65,Other,Full-time,92096.46,Married,Alberta,Credit Card,3,19.97,1,111,1,1,1,0,Email,0.78,High,0,nan,0,0.0,0,0.0
L15974,Branch Walk-in,53,Female,Student,97125.33,Married,Quebec,Investment,3,27.09,3,59,0,0,1,1,Email,0.97,High,1,Investment,4157,281.99,45,12689.41
L15975,Social Media,46,Female,Full-time,46544.61,Single,Alberta,Chequing Account,1,19.22,3,97,0,1,0,0,Email,0.579,Medium,1,Chequing Account,2069,22.2,50,1110.0
L15976,Partnership,55,Male,Part-time,23650.7,Married,Quebec,Mortgage,2,16.69,0,20,0,1,0,0,Email,0.295,Low,1,Mortgage,5205,180.36,15,2705.36
L15977,Branch Walk-in,26,Female,Part-time,150895.38,Single,Quebec,Credit Card,2,17.45,0,28,2,1,0,1,Branch,1.0,High,1,Credit Card,1487,127.42,1,127.42
L15978,Social Media,50,Female,Student,60556.81,Single,Ontario,Credit Card,1,9.64,0,112,1,0,1,1,Call,0.552,Medium,1,Credit Card,4679,258.79,40,10351.7
L15979,Online Ad,39,Male,Student,49881.81,Single,Nova Scotia,Chequing Account,4,13.89,6,114,3,1,1,1,Email,0.439,Medium,0,nan,0,0.0,0,0.0
L15980,Online Ad,34,Female,Full-time,56299.18,Widowed,British Columbia,Mortgage,6,24.52,0,12,0,0,1,0,Website,0.687,High,1,Mortgage,8549,20.4,30,612.01
L15981,Branch Walk-in,40,Male,Full-time,126287.94,Married,Ontario,Credit Card,3,24.32,5,98,0,0,0,1,Website,1.0,High,1,Credit Card,2897,224.08,29,6498.43
L15982,Partnership,53,Male,Part-time,64900.66,Single,British Columbia,Mortgage,3,14.27,4,43,1,0,0,1,Branch,0.507,Medium,0,nan,0,0.0,0,0.0
L15983,Partnership,23,Male,Full-time,61880.52,Single,Alberta,Investment,4,20.36,4,20,1,0,0,0,Website,0.674,High,1,Investment,5428,187.34,10,1873.42
L15984,Branch Walk-in,65,Female,Full-time,125028.19,Married,Alberta,Mortgage,2,19.77,5,56,0,2,1,0,Website,1.0,High,1,Mortgage,2418,280.55,7,1963.86
L15985,Branch Walk-in,56,Female,Full-time,86158.58,Single,Ontario,Chequing Account,2,10.42,2,108,1,0,0,1,Branch,1.0,High,1,Chequing Account,3209,50.68,50,2533.91
L15986,Referral,46,Male,Full-time,77887.87,Single,Alberta,Credit Card,2,18.73,5,34,0,1,0,1,Call,1.0,High,1,Credit Card,7168,122.09,45,5493.87
L15987,Partnership,44,Male,Full-time,85310.53,Single,Quebec,Investment,1,16.11,1,78,1,1,1,1,Website,0.743,High,1,Investment,3429,176.63,44,7771.55
L15988,Referral,22,Female,Full-time,73680.43,Single,Alberta,Chequing Account,0,7.9,3,108,0,0,0,1,Website,1.0,High,1,Chequing Account,7505,283.77,33,9364.28
L15989,Social Media,26,Male,Full-time,51471.01,Divorced,Ontario,Chequing Account,2,21.06,2,12,0,0,0,0,Call,0.615,High,0,nan,0,0.0,0,0.0
L15990,Branch Walk-in,41,Female,,106265.23,Single,Ontario,Mortgage,2,14.24,4,41,0,2,1,1,Website,1.0,High,1,Mortgage,7190,140.17,55,7709.58
L15991,Branch Walk-in,36,Male,Part-time,67138.3,Single,Ontario,Chequing Account,4,22.37,2,60,0,0,0,0,Website,0.916,High,1,Chequing Account,9705,243.87,7,1707.06
L15992,Referral,50,Male,Full-time,63500.9,Married,Ontario,Credit Card,4,9.36,6,14,0,1,1,0,Email,0.872,High,1,Credit Card,814,195.92,58,11363.34
L15993,Partnership,47,Male,Full-time,49253.21,Single,Quebec,Mortgage,4,9.18,1,69,2,1,0,1,Website,0.457,Medium,1,Mortgage,9579,220.24,59,12993.96
L15994,Branch Walk-in,57,Female,Unemployed,104386.71,Single,Ontario,Chequing Account,3,18.04,0,81,2,0,0,0,Email,1.0,High,1,Chequing Account,2199,72.48,49,3551.29
L15995,Partnership,69,Male,Full-time,76248.19,Single,British Columbia,Credit Card,4,17.78,3,75,2,2,0,1,Call,0.823,High,0,nan,0,0.0,0,0.0
L15996,Online Ad,21,Female,Part-time,91104.46,Divorced,Manitoba,Credit Card,3,11.71,9,101,2,0,1,0,Email,0.631,High,0,nan,0,0.0,0,0.0
L15997,Branch Walk-in,49,Female,Full-time,109675.2,Married,Ontario,Mortgage,4,8.64,9,114,1,2,0,1,Email,1.0,High,1,Mortgage,6756,29.54,23,679.37
L15998,Social Media,66,Male,Student,77786.01,Single,Ontario,Mortgage,3,8.02,2,59,2,1,1,0,Email,0.693,High,1,Mortgage,209,84.23,27,2274.3
L15999,Social Media,18,Female,Full-time,90826.73,Single,Ontario,Chequing Account,5,20.62,6,79,0,0,0,0,Email,0.772,High,1,Chequing Account,6698,68.53,3,205.59
L16000,Partnership,51,Female,Part-time,100153.2,Single,Ontario,Credit Card,5,3.2,2,14,0,1,0,1,Email,0.719,High,1,Credit Card,1409,263.45,25,6586.22
L16001,Online Ad,38,Male,Self-employed,77539.08,Divorced,Ontario,Chequing Account,2,20.67,3,99,0,0,0,1,Email,0.713,High,1,Chequing Account,2804,90.86,25,2271.51
L16002,Online Ad,48,Female,Full-time,89389.27,Married,Quebec,Investment,1,15.64,5,4,2,1,0,1,Email,0.612,High,1,Investment,3319,85.73,26,2228.9
L16003,Branch Walk-in,31,Male,Full-time,73276.13,Single,British Columbia,Credit Card,1,13.42,5,1,0,1,1,1,Email,0.989,High,1,Credit Card,7175,64.73,53,3430.46
L16004,Online Ad,43,Female,Student,98346.11,Single,Ontario,Credit Card,5,10.37,5,28,0,1,0,1,Email,0.755,High,0,nan,0,0.0,0,0.0
L16005,Partnership,39,Female,Student,55743.37,Married,Manitoba,Mortgage,1,6.43,7,80,1,0,0,1,Email,0.52,Medium,1,Mortgage,7086,105.23,36,3788.37
L16006,Online Ad,51,Female,Self-employed,93970.91,Married,,Mortgage,3,25.95,0,25,2,1,1,0,Website,0.666,High,1,Mortgage,9641,93.05,14,1302.74
L16007,Branch Walk-in,50,Male,,,Single,Alberta,Credit Card,4,25.16,4,109,0,0,0,0,Email,0.76,High,0,nan,0,0.0,0,0.0
L16008,Online Ad,30,Male,Full-time,99133.18,Single,British Columbia,Credit Card,3,18.1,7,11,2,0,0,0,Website,0.803,High,1,Credit Card,8607,180.28,9,1622.56
L16009,Branch Walk-in,49,Female,Full-time,52009.27,Married,Alberta,Investment,4,5.39,6,79,0,2,0,0,Call,0.934,High,0,nan,0,0.0,0,0.0
L16010,Referral,25,Female,Self-employed,104250.77,Married,Quebec,Mortgage,1,28.5,3,110,1,1,0,0,Email,0.953,High,1,Mortgage,5729,137.45,18,2474.14
L16011,Online Ad,39,Female,Unemployed,15203.23,Married,British Columbia,Mortgage,3,23.3,6,28,0,0,0,1,Branch,0.296,Low,1,Mortgage,4142,95.01,49,4655.33
L16012,Referral,58,Female,Full-time,90353.19,Single,Manitoba,Credit Card,1,28.78,7,118,3,0,0,1,Website,0.918,High,1,Credit Card,8272,82.53,44,3631.44
L16013,Referral,37,Female,Full-time,36253.41,Married,Ontario,Mortgage,7,25.65,0,25,0,1,0,0,Email,0.789,High,1,Mortgage,7769,53.42,38,2029.98
L16014,Partnership,38,Female,Part-time,80007.84,Divorced,British Columbia,Chequing Account,3,15.23,4,42,2,0,1,0,Email,0.668,High,1,Chequing Account,6344,60.12,49,2946.02
L16015,Online Ad,51,Female,Full-time,47339.66,Single,Quebec,Chequing Account,1,15.36,8,14,2,0,1,0,Website,0.488,Medium,1,Chequing Account,1707,47.84,12,574.06
L16016,Branch Walk-in,66,Male,Self-employed,75276.41,Single,Quebec,Credit Card,3,5.02,2,17,4,0,0,1,Website,0.665,High,0,nan,0,0.0,0,0.0
L16017,Partnership,47,Female,,93045.15,Single,Manitoba,Investment,2,24.22,0,59,0,0,0,1,Website,0.599,Medium,1,Investment,6389,66.21,25,1655.21
L16018,Social Media,23,Female,Self-employed,46777.43,Single,Nova Scotia,Mortgage,4,9.63,0,88,3,0,0,0,Website,0.406,Medium,0,nan,0,0.0,0,0.0
L16019,Partnership,52,Female,Full-time,66778.13,Widowed,Quebec,Credit Card,2,10.92,1,74,1,2,1,1,Branch,0.544,Medium,0,nan,0,0.0,0,0.0
L16020,Partnership,44,Female,Unemployed,15000.0,Married,,Chequing Account,2,22.14,7,33,0,1,1,0,Email,0.114,Low,0,nan,0,0.0,0,0.0
L16021,Branch Walk-in,37,Male,Part-time,112783.3,Married,British Columbia,Chequing Account,4,22.52,3,94,1,0,0,1,Website,0.982,High,1,Chequing Account,6367,39.53,38,1502.09
L16022,Branch Walk-in,66,Female,Full-time,137033.54,Single,Quebec,Chequing Account,3,32.98,1,22,2,0,0,0,Website,1.0,High,1,Chequing Account,5052,49.01,9,441.11
L16023,Online Ad,55,Female,Full-time,106267.34,Single,British Columbia,Chequing Account,2,11.03,1,96,2,0,0,1,Call,0.808,High,0,nan,0,0.0,0,0.0
L16024,Referral,57,Male,Part-time,69805.75,Married,Ontario,Mortgage,2,15.13,3,51,0,0,0,0,Email,0.799,High,1,Mortgage,9955,266.05,2,532.1
L16025,Social Media,31,Female,Part-time,106858.36,Married,British Columbia,Investment,4,18.37,0,100,1,0,1,1,Website,0.817,High,0,nan,0,0.0,0,0.0
L16026,Branch Walk-in,27,Female,Full-time,81648.27,Married,British Columbia,Credit Card,0,37.76,4,109,1,0,0,0,Website,1.0,High,1,Credit Card,9805,74.43,52,3870.43
L16027,Social Media,69,Male,Full-time,108323.61,Married,Manitoba,Chequing Account,0,9.22,4,2,1,1,0,0,Email,0.799,High,1,Chequing Account,2140,126.93,27,3427.0
L16028,Social Media,59,Female,Unemployed,73367.88,Married,Quebec,Chequing Account,4,6.2,0,39,0,2,0,1,Branch,0.42,Medium,0,nan,0,0.0,0,0.0
L16029,Referral,32,Female,Unemployed,91124.64,Divorced,Ontario,Chequing Account,1,17.18,2,83,0,0,1,1,Branch,1.0,High,1,Chequing Account,3408,271.32,48,13023.57
L16030,Partnership,57,Male,Student,61363.93,Married,,Chequing Account,3,14.06,5,65,0,0,0,0,Email,0.4,Medium,1,Chequing Account,1047,114.26,39,4456.15
L16031,Branch Walk-in,60,Female,Student,27242.13,Married,Quebec,Chequing Account,2,25.49,5,86,2,0,0,0,Email,0.48,Medium,1,Chequing Account,8509,281.32,44,12378.01
L16032,Online Ad,65,Male,Student,123211.54,Widowed,British Columbia,Investment,0,17.99,5,44,0,0,1,0,Call,0.838,High,1,Investment,5754,139.8,54,7549.32
L16033,Partnership,20,Male,Self-employed,117125.76,Married,Quebec,Chequing Account,1,14.56,2,105,2,0,0,0,Branch,0.675,High,1,Chequing Account,2154,170.25,7,1191.73
L16034,Referral,32,Male,Unemployed,88795.29,Single,Quebec,Chequing Account,1,12.33,1,7,0,1,0,0,Website,0.89,High,1,Chequing Account,3254,33.29,23,765.71
L16035,Social Media,62,Male,Full-time,62364.18,Single,Manitoba,Mortgage,3,18.31,5,118,1,1,0,0,Website,0.549,Medium,0,nan,0,0.0,0,0.0
L16036,Branch Walk-in,48,Female,Part-time,68010.66,Married,Nova Scotia,Investment,3,13.78,8,34,1,0,1,0,Website,0.729,High,1,Investment,4508,68.33,14,956.66
L16037,Referral,28,Female,Part-time,80008.59,Married,Quebec,Mortgage,4,14.2,2,23,0,0,0,0,Email,0.846,High,1,Mortgage,8451,240.9,13,3131.76
L16038,Social Media,63,Female,Part-time,133633.44,Married,British Columbia,Investment,3,5.99,4,36,0,0,0,1,Email,0.89,High,1,Investment,9965,142.96,5,714.81
L16039,Branch Walk-in,56,Male,Full-time,72115.88,Married,British Columbia,Credit Card,3,14.33,8,60,1,1,1,1,Email,0.862,High,1,Credit Card,8551,281.0,23,6463.01
L16040,Referral,36,Female,Unemployed,59732.03,Married,Quebec,Credit Card,3,19.42,8,90,1,1,1,1,Website,0.715,High,1,Credit Card,9066,190.9,48,9163.06
L16041,Online Ad,32,Male,Unemployed,46602.48,Married,Ontario,Mortgage,1,5.04,6,5,1,0,0,1,Call,0.471,Medium,0,nan,0,0.0,0,0.0
L16042,Partnership,55,Female,Full-time,,Married,Ontario,Investment,3,17.91,3,91,0,0,0,1,Branch,0.519,Medium,0,nan,0,0.0,0,0.0
L16043,Online Ad,37,Male,Full-time,53357.32,Married,Manitoba,Chequing Account,1,15.7,2,71,0,1,0,0,Email,0.538,Medium,1,Chequing Account,2652,299.82,2,599.63
L16044,Partnership,39,Male,Full-time,109215.61,Married,Ontario,Chequing Account,2,5.78,2,113,1,0,0,0,Branch,0.861,High,0,nan,0,0.0,0,0.0
L16045,Referral,24,Female,Full-time,31522.78,Married,British Columbia,Credit Card,4,22.82,3,85,0,0,1,0,Email,0.755,High,1,Credit Card,3394,75.37,38,2863.99
L16046,Branch Walk-in,31,Male,Full-time,84053.51,Single,British Columbia,Credit Card,1,4.2,6,58,0,0,1,0,Email,1.0,High,1,Credit Card,233,124.95,39,4873.0
L16047,Partnership,21,Female,Student,75719.81,Single,British Columbia,Credit Card,0,10.63,3,102,0,0,1,0,Call,0.589,Medium,1,Credit Card,4177,206.89,42,8689.31
L16048,Online Ad,26,Male,Full-time,70360.99,Single,Ontario,Mortgage,4,10.39,4,51,1,1,0,1,Email,0.779,High,0,nan,0,0.0,0,0.0
