AgeGroup,IncomeBracket,InitialProductInterest,ConversionProbability,Predicted_CLTV
Young (<30),40K-80K,Mortgage,0.458,5635.749712361841
Senior (50+),80K-120K,Chequing Account,0.629,4942.734648734031
Mid-Age (30–50),40K-80K,Mortgage,0.722,-4771.887521004579
Senior (50+),80K-120K,Investment,0.784,2351.1496393941643
Mid-Age (30–50),80K-120K,Credit Card,0.833,11099.746233645023
Senior (50+),80K-120K,Mortgage,0.958,9843.088481624729
Mid-Age (30–50),80K-120K,Investment,0.905,0.0
Senior (50+),40K-80K,Mortgage,0.372,0.0
Senior (50+),80K-120K,Credit Card,0.923,7839.988229792869
Senior (50+),40K-80K,Mortgage,0.701,-3509.6116610148306
Mid-Age (30–50),<40K,Chequing Account,0.504,5582.054399113042
Senior (50+),80K-120K,Credit Card,0.64,4420.869617674514
Senior (50+),120K–200K,Mortgage,0.918,1459.2802186131485
Young (<30),40K-80K,Mortgage,0.697,3661.315109342184
Mid-Age (30–50),80K-120K,Chequing Account,0.687,0.0
Mid-Age (30–50),80K-120K,Credit Card,0.544,0.0
Young (<30),40K-80K,Chequing Account,0.71,0.0
Young (<30),<40K,Chequing Account,0.616,2162.937228423122
Young (<30),80K-120K,Chequing Account,0.964,5063.189869555521
Young (<30),80K-120K,Credit Card,1.0,37.25056840836896
Young (<30),80K-120K,Credit Card,1.0,5763.955690786992
Mid-Age (30–50),<40K,Mortgage,0.655,903.7180781364013
Senior (50+),80K-120K,Chequing Account,0.806,5116.8344832042185
Mid-Age (30–50),40K-80K,Credit Card,0.838,4865.067601869605
Mid-Age (30–50),80K-120K,Investment,0.75,0.0
Young (<30),<40K,Chequing Account,0.397,4389.3298188128465
Mid-Age (30–50),40K-80K,Chequing Account,0.817,5484.192653467571
Senior (50+),40K-80K,Chequing Account,0.592,2846.8964162315633
Senior (50+),80K-120K,Investment,1.0,6391.275051803565
Young (<30),40K-80K,Credit Card,0.948,5041.983363479463
Young (<30),40K-80K,Mortgage,0.683,5655.474977464621
Young (<30),40K-80K,Chequing Account,0.861,10119.554322293257
Senior (50+),120K–200K,Credit Card,1.0,4341.110242413235
Mid-Age (30–50),40K-80K,Credit Card,0.693,0.0
Senior (50+),40K-80K,Credit Card,0.613,0.0
Mid-Age (30–50),40K-80K,Investment,0.476,6673.785329344957
Mid-Age (30–50),80K-120K,Chequing Account,0.941,5412.350362732281
Senior (50+),40K-80K,Credit Card,0.77,5770.145147611971
Mid-Age (30–50),40K-80K,Mortgage,0.665,13117.305519752692
Young (<30),40K-80K,Mortgage,0.699,5970.286278772013
Mid-Age (30–50),80K-120K,Credit Card,0.76,2359.31613410946
Mid-Age (30–50),40K-80K,Mortgage,1.0,-800.1712856802019
Senior (50+),80K-120K,Chequing Account,0.85,0.0
Senior (50+),80K-120K,Chequing Account,0.592,8938.207931981073
Senior (50+),80K-120K,Chequing Account,1.0,11540.54899146042
Mid-Age (30–50),120K–200K,Mortgage,1.0,-412.4964767779893
Mid-Age (30–50),120K–200K,Chequing Account,0.95,7467.17262958281
Mid-Age (30–50),80K-120K,Credit Card,0.548,10481.506945599529
Senior (50+),80K-120K,Chequing Account,0.878,5000.898848765726
Mid-Age (30–50),40K-80K,Chequing Account,0.739,4703.10511970102
Senior (50+),40K-80K,Mortgage,0.963,-982.4332623026903
Senior (50+),80K-120K,Mortgage,0.53,3692.073052583206
Mid-Age (30–50),40K-80K,Chequing Account,0.543,3659.9913771141855
Young (<30),80K-120K,Chequing Account,0.909,2010.5677925571772
Senior (50+),<40K,Credit Card,0.792,0.0
Young (<30),40K-80K,Investment,0.575,2780.179380940117
Senior (50+),40K-80K,Chequing Account,0.784,0.0
Young (<30),40K-80K,Chequing Account,0.729,0.0
Young (<30),80K-120K,Investment,0.618,10792.218341662274
Senior (50+),40K-80K,Chequing Account,0.579,-739.8485237911104
Young (<30),40K-80K,Mortgage,0.663,-497.3655459333577
Senior (50+),40K-80K,Chequing Account,0.771,-51.620748673421986
Senior (50+),80K-120K,Mortgage,0.833,6219.708157200728
Mid-Age (30–50),<40K,Credit Card,0.755,10289.283271182652
Senior (50+),40K-80K,Credit Card,0.88,6230.714633419988
Mid-Age (30–50),80K-120K,Mortgage,1.0,3119.1955645102607
Mid-Age (30–50),80K-120K,Mortgage,0.829,0.0
Mid-Age (30–50),80K-120K,Credit Card,0.982,-1176.361180286543
Senior (50+),80K-120K,Investment,1.0,8204.656404138941
Mid-Age (30–50),40K-80K,Credit Card,0.536,0.0
Senior (50+),40K-80K,Mortgage,0.795,0.0
Young (<30),<40K,Mortgage,0.485,11464.198749861198
Mid-Age (30–50),40K-80K,Credit Card,0.479,0.0
Mid-Age (30–50),40K-80K,Chequing Account,0.618,7434.488403580308
Mid-Age (30–50),40K-80K,Chequing Account,0.733,2436.5139315302886
Young (<30),40K-80K,Chequing Account,0.567,0.0
Young (<30),40K-80K,Chequing Account,0.517,2547.7335727054906
Senior (50+),80K-120K,Credit Card,0.975,7506.311978889811
Young (<30),40K-80K,Mortgage,0.531,0.0
Mid-Age (30–50),80K-120K,Credit Card,0.902,6314.6528160587095
Mid-Age (30–50),<40K,Chequing Account,0.682,0.0
Senior (50+),40K-80K,Chequing Account,0.647,0.0
Senior (50+),40K-80K,Credit Card,0.774,0.0
Mid-Age (30–50),80K-120K,Credit Card,0.928,4270.643723914585
Senior (50+),40K-80K,Credit Card,0.684,0.0
Mid-Age (30–50),40K-80K,Credit Card,0.516,0.0
Young (<30),80K-120K,Credit Card,0.931,-4789.723972990768
Senior (50+),40K-80K,Credit Card,0.65,5036.264799957498
Senior (50+),80K-120K,Credit Card,0.909,1005.346276711457
Young (<30),80K-120K,Credit Card,0.554,0.0
Senior (50+),40K-80K,Chequing Account,0.788,-3485.2526456727637
Mid-Age (30–50),40K-80K,Mortgage,0.871,5821.271772266875
Mid-Age (30–50),40K-80K,Chequing Account,0.479,-39.250409376350035
Young (<30),80K-120K,Chequing Account,0.945,2437.870208698044
Senior (50+),40K-80K,Investment,0.911,3098.8477884167787
Mid-Age (30–50),80K-120K,Investment,1.0,12784.011609684545
Senior (50+),40K-80K,Credit Card,0.738,0.0
Senior (50+),<40K,Credit Card,0.262,10569.979099489829
Young (<30),40K-80K,Investment,0.608,0.0
Senior (50+),<40K,Credit Card,0.226,7710.741645915845
Mid-Age (30–50),40K-80K,Mortgage,0.571,0.0
Young (<30),80K-120K,Chequing Account,0.79,-1586.794407120664
Mid-Age (30–50),40K-80K,Credit Card,0.85,2301.4206416315574
Senior (50+),120K–200K,Chequing Account,0.857,5295.875610131407
Senior (50+),40K-80K,Mortgage,0.384,0.0
Senior (50+),<40K,Mortgage,0.536,5416.411163863237
Senior (50+),40K-80K,Chequing Account,0.544,0.0
Mid-Age (30–50),80K-120K,Chequing Account,0.684,977.4362262094519
Senior (50+),40K-80K,Mortgage,0.947,435.95166161565885
Young (<30),80K-120K,Investment,0.897,0.0
Mid-Age (30–50),80K-120K,Credit Card,1.0,2566.359441152151
Young (<30),40K-80K,Chequing Account,0.497,0.0
Mid-Age (30–50),80K-120K,Investment,0.654,6910.055635043944
Young (<30),<40K,Credit Card,0.662,4333.966405809815
Senior (50+),40K-80K,Chequing Account,0.73,25.875285830267785
Senior (50+),80K-120K,Investment,0.979,2805.1419804424113
Mid-Age (30–50),80K-120K,Credit Card,0.911,-4819.692542773184
Young (<30),40K-80K,Credit Card,0.637,0.0
Young (<30),80K-120K,Chequing Account,0.94,8848.219668685082
Young (<30),40K-80K,Credit Card,0.552,2926.304859150019
Senior (50+),120K–200K,Mortgage,1.0,3732.2737675271474
Senior (50+),40K-80K,Investment,0.513,0.0
Mid-Age (30–50),40K-80K,Credit Card,0.622,6164.758173128786
Mid-Age (30–50),40K-80K,Chequing Account,0.84,7572.474741647582
Mid-Age (30–50),40K-80K,Credit Card,0.662,7619.154089066456
Mid-Age (30–50),80K-120K,Credit Card,0.98,3114.7837013660037
Senior (50+),40K-80K,Mortgage,0.892,0.0
Senior (50+),40K-80K,Mortgage,0.73,7211.413627332469
Senior (50+),80K-120K,Chequing Account,1.0,8445.394047739654
Senior (50+),40K-80K,Credit Card,0.528,4954.343262678785
Young (<30),80K-120K,Credit Card,0.958,9807.901097125112
Senior (50+),40K-80K,Credit Card,0.666,8857.129960751217
Senior (50+),40K-80K,Mortgage,0.575,0.0
Mid-Age (30–50),80K-120K,Credit Card,0.644,0.0
Mid-Age (30–50),80K-120K,Credit Card,0.942,8037.183962827627
Mid-Age (30–50),80K-120K,Credit Card,0.953,8813.91721243244
Young (<30),40K-80K,Mortgage,0.739,0.0
Senior (50+),40K-80K,Chequing Account,0.935,6833.619615779366
Mid-Age (30–50),80K-120K,Mortgage,0.672,1923.2191043544099
Senior (50+),80K-120K,Chequing Account,0.785,7998.347212609056
Young (<30),80K-120K,Chequing Account,0.562,0.0
Senior (50+),40K-80K,Mortgage,0.59,3552.211551467459
Mid-Age (30–50),40K-80K,Mortgage,0.829,4639.211506136009
Senior (50+),40K-80K,Chequing Account,0.655,1204.2742239225854
Mid-Age (30–50),120K–200K,Investment,0.949,9645.576939914052
Senior (50+),80K-120K,Mortgage,0.585,6547.48694034037
Senior (50+),40K-80K,Credit Card,0.505,0.0
Young (<30),80K-120K,Credit Card,0.957,7954.463876919701
Mid-Age (30–50),40K-80K,Mortgage,0.789,4479.91071169701
Mid-Age (30–50),120K–200K,Chequing Account,1.0,9799.799395589576
Mid-Age (30–50),120K–200K,Mortgage,1.0,10654.02505591601
Young (<30),40K-80K,Mortgage,0.851,8222.613303862074
Senior (50+),40K-80K,Chequing Account,0.593,1194.2494794331515
Senior (50+),40K-80K,Chequing Account,0.551,11604.284212002409
Senior (50+),<40K,Credit Card,0.411,0.0
Senior (50+),80K-120K,Mortgage,0.946,-5.399135281397321
Mid-Age (30–50),40K-80K,Credit Card,0.598,2916.130956009557
Young (<30),80K-120K,Credit Card,0.789,-623.9434182534796
Young (<30),40K-80K,Credit Card,0.803,-4731.220252820906
Mid-Age (30–50),80K-120K,Credit Card,0.99,940.1253782943577
Mid-Age (30–50),40K-80K,Mortgage,0.886,5885.762208173519
Mid-Age (30–50),<40K,Credit Card,0.737,0.0
Mid-Age (30–50),<40K,Investment,0.397,0.0
Young (<30),40K-80K,Chequing Account,0.697,6301.461221969965
Senior (50+),40K-80K,Investment,0.691,0.0
Mid-Age (30–50),40K-80K,Chequing Account,0.575,9765.460344343546
Young (<30),80K-120K,Credit Card,0.81,0.0
Mid-Age (30–50),80K-120K,Chequing Account,0.63,7498.1598109559945
Young (<30),80K-120K,Mortgage,0.93,3084.9124936409125
Senior (50+),40K-80K,Investment,0.764,6905.972611196312
Senior (50+),40K-80K,Credit Card,0.529,0.0
Mid-Age (30–50),40K-80K,Credit Card,0.806,10554.3130575146
Mid-Age (30–50),40K-80K,Chequing Account,0.744,1178.75724114093
Senior (50+),80K-120K,Credit Card,0.695,2569.2557372596348
Senior (50+),80K-120K,Chequing Account,0.571,0.0
Mid-Age (30–50),<40K,Credit Card,0.778,0.0
Young (<30),40K-80K,Investment,0.82,11056.991469136345
Young (<30),40K-80K,Investment,0.565,2277.143628497962
Senior (50+),80K-120K,Credit Card,0.985,7383.466869769707
Mid-Age (30–50),<40K,Credit Card,0.655,0.0
Young (<30),80K-120K,Credit Card,0.65,0.0
Senior (50+),40K-80K,Investment,0.736,2455.418527229873
Mid-Age (30–50),80K-120K,Mortgage,0.72,0.0
Mid-Age (30–50),<40K,Credit Card,0.375,0.0
Senior (50+),40K-80K,Chequing Account,0.736,0.0
Senior (50+),80K-120K,Chequing Account,0.741,2892.071638125687
Mid-Age (30–50),80K-120K,Investment,0.723,0.0
Mid-Age (30–50),80K-120K,Chequing Account,0.887,10743.180529862773
Mid-Age (30–50),80K-120K,Chequing Account,0.762,12809.539231260202
Senior (50+),40K-80K,Chequing Account,0.604,0.0
Mid-Age (30–50),80K-120K,Chequing Account,0.885,2392.2219991853535
Senior (50+),80K-120K,Mortgage,0.822,490.5176935184454
Young (<30),80K-120K,Chequing Account,1.0,8486.575819713666
Senior (50+),40K-80K,Mortgage,0.764,-992.947088401012
Senior (50+),40K-80K,Credit Card,0.916,5380.98876793524
Mid-Age (30–50),40K-80K,Mortgage,0.815,6060.359877723302
Young (<30),80K-120K,Credit Card,0.68,4895.800640088644
Young (<30),40K-80K,Investment,0.754,-2876.429261205528
Mid-Age (30–50),80K-120K,Chequing Account,0.905,3029.615517236198
Young (<30),80K-120K,Chequing Account,0.7,2488.314351701304
Mid-Age (30–50),40K-80K,Mortgage,0.559,0.0
Young (<30),40K-80K,Chequing Account,0.541,917.7141085819203
Senior (50+),120K–200K,Chequing Account,1.0,3686.0197781367406
Senior (50+),80K-120K,Chequing Account,0.69,0.0
Senior (50+),80K-120K,Mortgage,0.886,4316.214228520554
Young (<30),40K-80K,Chequing Account,0.692,0.0
Senior (50+),40K-80K,Credit Card,0.534,0.0
Mid-Age (30–50),40K-80K,Chequing Account,0.772,-4790.214144387987
Senior (50+),40K-80K,Investment,0.709,7483.997105607286
Young (<30),<40K,Credit Card,0.344,0.0
Mid-Age (30–50),80K-120K,Chequing Account,0.917,11253.30286027734
Young (<30),80K-120K,Chequing Account,1.0,2016.6325644400786
Mid-Age (30–50),80K-120K,Credit Card,0.885,285.3279299526512
Senior (50+),80K-120K,Chequing Account,1.0,13287.60891184659
Senior (50+),40K-80K,Mortgage,0.882,6444.027028551156
Mid-Age (30–50),40K-80K,Credit Card,0.883,5084.750506214941
Young (<30),120K–200K,Chequing Account,0.93,-343.11365316840147
Senior (50+),80K-120K,Chequing Account,1.0,9136.858652592055
Mid-Age (30–50),80K-120K,Chequing Account,1.0,2378.0655750427904
Senior (50+),<40K,Investment,0.675,0.0
Mid-Age (30–50),80K-120K,Chequing Account,1.0,5467.442009368142
Mid-Age (30–50),40K-80K,Investment,0.559,3387.462591350043
Senior (50+),80K-120K,Mortgage,1.0,9249.459842221584
Mid-Age (30–50),40K-80K,Credit Card,0.93,9940.411906180168
Senior (50+),80K-120K,Credit Card,0.92,10664.613634705154
Young (<30),40K-80K,Chequing Account,0.676,0.0
Young (<30),80K-120K,Chequing Account,1.0,8394.140146867196
Senior (50+),40K-80K,Mortgage,0.552,0.0
Young (<30),80K-120K,Chequing Account,0.63,0.0
Senior (50+),80K-120K,Credit Card,0.789,3763.243352228268
Senior (50+),80K-120K,Credit Card,0.586,11235.307643990922
Senior (50+),40K-80K,Mortgage,0.725,0.0
Mid-Age (30–50),40K-80K,Chequing Account,0.467,0.0
Mid-Age (30–50),80K-120K,Chequing Account,1.0,3335.9557158666757
Young (<30),40K-80K,Mortgage,0.708,0.0
Senior (50+),40K-80K,Mortgage,0.632,0.0
Mid-Age (30–50),40K-80K,Investment,0.664,0.0
Senior (50+),80K-120K,Investment,0.634,5002.383922477455
Mid-Age (30–50),40K-80K,Chequing Account,0.564,0.0
Mid-Age (30–50),40K-80K,Chequing Account,0.71,0.0
Senior (50+),40K-80K,Mortgage,0.85,0.0
Mid-Age (30–50),80K-120K,Mortgage,1.0,4118.6240410179325
Senior (50+),40K-80K,Credit Card,0.505,0.0
Mid-Age (30–50),40K-80K,Credit Card,0.463,9513.612044722586
Senior (50+),40K-80K,Credit Card,0.394,0.0
Young (<30),40K-80K,Chequing Account,0.907,10945.137934648215
Senior (50+),40K-80K,Credit Card,0.669,0.0
Mid-Age (30–50),40K-80K,Chequing Account,0.641,10816.436685200562
Mid-Age (30–50),40K-80K,Investment,0.563,4950.576376104989
Senior (50+),40K-80K,Chequing Account,0.831,-4793.167401103677
Mid-Age (30–50),80K-120K,Mortgage,1.0,6690.74536284217
Mid-Age (30–50),40K-80K,Credit Card,0.716,0.0
Senior (50+),80K-120K,Mortgage,1.0,6521.662485974903
Senior (50+),40K-80K,Mortgage,1.0,10570.367603148972
Senior (50+),40K-80K,Chequing Account,0.542,3993.15542983908
Mid-Age (30–50),40K-80K,Mortgage,0.717,7313.302820507568
Senior (50+),80K-120K,Credit Card,0.688,2430.668011852088
Mid-Age (30–50),<40K,Mortgage,0.657,0.0
Senior (50+),80K-120K,Chequing Account,0.562,0.0
Senior (50+),40K-80K,Mortgage,0.7,447.8491358461215
Young (<30),80K-120K,Investment,0.956,-131.23206267809292
Mid-Age (30–50),80K-120K,Mortgage,0.769,9884.4608135428
Senior (50+),40K-80K,Investment,0.57,0.0
Mid-Age (30–50),120K–200K,Credit Card,1.0,4591.429122014322
Senior (50+),40K-80K,Credit Card,0.544,0.0
Mid-Age (30–50),40K-80K,Credit Card,0.792,2344.149205458377
Mid-Age (30–50),40K-80K,Credit Card,0.445,1179.2845211882732
Young (<30),<40K,Chequing Account,0.416,0.0
Senior (50+),40K-80K,Chequing Account,0.722,0.0
Mid-Age (30–50),40K-80K,Chequing Account,0.715,0.0
Mid-Age (30–50),120K–200K,Investment,1.0,293.5860274049628
Mid-Age (30–50),40K-80K,Chequing Account,0.717,4583.750728965062
Young (<30),120K–200K,Mortgage,0.966,6348.927113007312
Senior (50+),80K-120K,Chequing Account,0.797,0.0
Senior (50+),<40K,Credit Card,0.521,3715.6571752190866
Mid-Age (30–50),40K-80K,Chequing Account,0.92,0.0
Senior (50+),80K-120K,Mortgage,0.993,2440.0413782279456
Senior (50+),40K-80K,Chequing Account,0.627,-462.8432486663478
Mid-Age (30–50),40K-80K,Chequing Account,0.57,4064.111761762977
Young (<30),40K-80K,Chequing Account,0.448,0.0
Mid-Age (30–50),40K-80K,Credit Card,0.527,4625.146288820639
Mid-Age (30–50),40K-80K,Credit Card,0.554,5138.204864761925
Senior (50+),40K-80K,Chequing Account,0.704,9381.62789764585
Senior (50+),<40K,Chequing Account,0.689,0.0
Mid-Age (30–50),80K-120K,Credit Card,1.0,3710.3047597832083
Senior (50+),80K-120K,Chequing Account,0.746,2832.7382806134838
Young (<30),<40K,Mortgage,0.779,5917.006507230162
Mid-Age (30–50),80K-120K,Mortgage,1.0,-82.14359500197861
Young (<30),<40K,Investment,0.444,888.4232698722726
Young (<30),40K-80K,Investment,0.497,-2290.2747843003444
Mid-Age (30–50),40K-80K,Credit Card,0.405,0.0
Young (<30),80K-120K,Chequing Account,0.952,0.0
Young (<30),40K-80K,Chequing Account,0.585,0.0
Young (<30),40K-80K,Credit Card,0.544,0.0
Senior (50+),80K-120K,Investment,0.789,8513.723951990734
Mid-Age (30–50),40K-80K,Credit Card,0.823,924.6917504457315
Senior (50+),40K-80K,Investment,0.56,-652.9633687711871
Senior (50+),<40K,Mortgage,0.289,0.0
Young (<30),80K-120K,Credit Card,0.951,4380.765700228401
Senior (50+),80K-120K,Investment,1.0,5097.984859252916
Mid-Age (30–50),40K-80K,Investment,0.944,6495.24377366439
Senior (50+),80K-120K,Credit Card,1.0,6605.353429537403
Mid-Age (30–50),80K-120K,Mortgage,0.883,-114.98899046400402
Senior (50+),40K-80K,Investment,0.822,0.0
Mid-Age (30–50),80K-120K,Credit Card,1.0,-977.2536202413594
Young (<30),80K-120K,Credit Card,0.834,5623.576892542953
Senior (50+),40K-80K,Chequing Account,0.824,2949.9503775875764
Senior (50+),80K-120K,Credit Card,0.646,2999.7537830369347
Senior (50+),80K-120K,Credit Card,1.0,8859.054910267674
Senior (50+),40K-80K,Mortgage,0.835,5342.425125945247
Mid-Age (30–50),80K-120K,Credit Card,0.879,6675.905255231215
Senior (50+),80K-120K,Investment,0.617,-4752.858366292169
Senior (50+),80K-120K,Mortgage,0.67,4688.6845021615845
Mid-Age (30–50),40K-80K,Chequing Account,0.889,1438.8441523900337
Mid-Age (30–50),<40K,Chequing Account,0.502,1798.5579787052438
Young (<30),40K-80K,Investment,0.737,0.0
Mid-Age (30–50),40K-80K,Chequing Account,0.671,4167.616823427943
Mid-Age (30–50),80K-120K,Mortgage,0.576,12757.598757951422
Senior (50+),40K-80K,Chequing Account,0.949,7593.591639832466
Young (<30),80K-120K,Chequing Account,1.0,2155.453931949809
Young (<30),40K-80K,Mortgage,0.557,9600.646601774848
Mid-Age (30–50),40K-80K,Credit Card,0.66,1818.884215965264
Young (<30),120K–200K,Credit Card,1.0,4855.398993541179
Mid-Age (30–50),80K-120K,Mortgage,0.941,1389.753653555188
Senior (50+),40K-80K,Credit Card,0.751,3479.496238529081
Mid-Age (30–50),40K-80K,Chequing Account,0.752,12649.684832751467
Senior (50+),80K-120K,Investment,0.84,1043.2343617065444
Young (<30),40K-80K,Credit Card,0.843,-509.32781360039553
Mid-Age (30–50),40K-80K,Chequing Account,0.571,-2284.836741013768
Senior (50+),40K-80K,Chequing Account,0.848,1476.1771976464543
Young (<30),80K-120K,Mortgage,0.901,0.0
Senior (50+),80K-120K,Credit Card,0.634,5146.965850757408
Mid-Age (30–50),<40K,Credit Card,0.551,8778.151991573617
Young (<30),40K-80K,Chequing Account,0.681,0.0
Mid-Age (30–50),40K-80K,Mortgage,0.815,9519.860655095366
Senior (50+),80K-120K,Mortgage,0.781,11606.531286971072
Young (<30),40K-80K,Credit Card,1.0,9195.812739971347
Senior (50+),80K-120K,Mortgage,0.638,0.0
Senior (50+),40K-80K,Mortgage,0.681,8682.257409996342
Young (<30),80K-120K,Chequing Account,0.959,5605.503251805636
Mid-Age (30–50),40K-80K,Investment,0.602,8843.634042539748
Senior (50+),80K-120K,Chequing Account,0.96,135.88706899315184
Senior (50+),40K-80K,Mortgage,0.889,10428.596326164268
Young (<30),80K-120K,Investment,0.969,9573.678166411184
Young (<30),40K-80K,Chequing Account,0.685,0.0
Mid-Age (30–50),80K-120K,Credit Card,0.888,6054.796770438725
Mid-Age (30–50),40K-80K,Mortgage,0.753,5709.499866698585
Young (<30),40K-80K,Mortgage,0.49,-486.7232591533966
Mid-Age (30–50),80K-120K,Chequing Account,0.735,0.0
Mid-Age (30–50),80K-120K,Chequing Account,0.775,4473.648168083231
Young (<30),40K-80K,Investment,0.677,-1458.3480634057933
Mid-Age (30–50),80K-120K,Credit Card,0.883,0.0
Senior (50+),40K-80K,Mortgage,0.562,0.0
Young (<30),80K-120K,Credit Card,0.601,259.93705504033096
Mid-Age (30–50),40K-80K,Chequing Account,0.618,0.0
Mid-Age (30–50),80K-120K,Mortgage,1.0,9209.44656518152
Senior (50+),80K-120K,Chequing Account,0.887,7022.454670964058
Mid-Age (30–50),40K-80K,Mortgage,0.66,5294.934095847824
Senior (50+),40K-80K,Chequing Account,0.582,0.0
Senior (50+),120K–200K,Chequing Account,1.0,6294.352662965104
Senior (50+),40K-80K,Investment,0.705,-1882.6244884355538
Mid-Age (30–50),40K-80K,Mortgage,0.567,8421.807708925924
Mid-Age (30–50),<40K,Mortgage,0.386,0.0
Senior (50+),<40K,Mortgage,0.708,9422.354299584204
Young (<30),80K-120K,Mortgage,0.758,11584.047688721817
Senior (50+),40K-80K,Chequing Account,0.517,-184.59728062135127
Young (<30),40K-80K,Chequing Account,0.843,6803.8104826488325
Senior (50+),80K-120K,Mortgage,0.732,1019.4806959348143
Young (<30),40K-80K,Mortgage,0.359,0.0
Mid-Age (30–50),40K-80K,Mortgage,0.611,-1295.0522070221891
Mid-Age (30–50),80K-120K,Credit Card,1.0,11124.159054823838
Young (<30),80K-120K,Investment,0.556,575.133040732193
Young (<30),80K-120K,Chequing Account,0.646,0.0
Mid-Age (30–50),<40K,Mortgage,0.437,0.0
Mid-Age (30–50),80K-120K,Credit Card,1.0,11607.387689207448
Mid-Age (30–50),80K-120K,Investment,0.577,0.0
Mid-Age (30–50),80K-120K,Credit Card,0.797,4247.22788651456
Mid-Age (30–50),80K-120K,Chequing Account,0.607,3009.767950798837
Senior (50+),80K-120K,Credit Card,0.936,6839.185231841284
Mid-Age (30–50),40K-80K,Mortgage,0.591,-2320.856826967986
Senior (50+),40K-80K,Mortgage,0.596,0.0
Senior (50+),80K-120K,Chequing Account,0.994,3813.3389806772702
Mid-Age (30–50),40K-80K,Chequing Account,0.852,3395.1156925296527
Young (<30),80K-120K,Chequing Account,0.704,-2080.3212534862428
Young (<30),40K-80K,Credit Card,0.646,0.0
Young (<30),40K-80K,Chequing Account,0.731,0.0
Senior (50+),40K-80K,Chequing Account,0.408,0.0
Senior (50+),40K-80K,Credit Card,0.515,2346.4477972274844
Senior (50+),40K-80K,Chequing Account,0.788,0.0
Senior (50+),40K-80K,Chequing Account,0.613,161.26794467959007
Mid-Age (30–50),80K-120K,Chequing Account,0.785,8878.225869334516
Mid-Age (30–50),80K-120K,Chequing Account,0.994,7154.71618702872
Mid-Age (30–50),<40K,Mortgage,0.389,6868.237887011735
Senior (50+),40K-80K,Investment,0.385,0.0
Senior (50+),40K-80K,Chequing Account,0.752,9045.731246022027
Mid-Age (30–50),80K-120K,Chequing Account,0.754,2744.4708647695443
Senior (50+),40K-80K,Credit Card,0.709,-4717.550621041892
Mid-Age (30–50),<40K,Mortgage,0.386,0.0
Young (<30),<40K,Chequing Account,0.431,0.0
Senior (50+),80K-120K,Mortgage,1.0,2120.3770043323
Mid-Age (30–50),40K-80K,Credit Card,0.452,0.0
Young (<30),80K-120K,Credit Card,0.674,0.0
Mid-Age (30–50),80K-120K,Chequing Account,1.0,3693.5672353269674
Young (<30),<40K,Chequing Account,0.353,0.0
Mid-Age (30–50),40K-80K,Investment,0.987,3091.4510348425156
Senior (50+),80K-120K,Mortgage,1.0,9107.323436802626
Senior (50+),80K-120K,Mortgage,0.632,8034.608555572482
Young (<30),40K-80K,Chequing Account,0.671,8719.403097502478
Young (<30),40K-80K,Chequing Account,0.92,6085.121473539652
Mid-Age (30–50),80K-120K,Mortgage,1.0,12128.128951058054
Mid-Age (30–50),120K–200K,Mortgage,0.927,7350.638171739656
Senior (50+),<40K,Investment,0.663,6425.031550867499
Mid-Age (30–50),120K–200K,Chequing Account,0.966,6489.753248537478
Mid-Age (30–50),80K-120K,Mortgage,0.66,0.0
Senior (50+),80K-120K,Chequing Account,0.781,6077.255922196413
Young (<30),40K-80K,Mortgage,0.572,0.0
Senior (50+),120K–200K,Mortgage,0.916,4458.8753192026725
Senior (50+),40K-80K,Credit Card,0.623,0.0
Mid-Age (30–50),40K-80K,Mortgage,0.832,4901.809479550571
Young (<30),40K-80K,Mortgage,0.649,11617.902799993457
Senior (50+),40K-80K,Chequing Account,0.825,3118.206735716729
Young (<30),40K-80K,Mortgage,0.502,8514.015166301395
Mid-Age (30–50),80K-120K,Mortgage,0.747,9701.014714242718
Mid-Age (30–50),80K-120K,Credit Card,1.0,8964.78892686828
Senior (50+),80K-120K,Chequing Account,0.608,0.0
Senior (50+),40K-80K,Mortgage,0.787,0.0
Senior (50+),80K-120K,Credit Card,0.919,3371.793116626428
Senior (50+),40K-80K,Mortgage,0.702,12369.121441607916
Young (<30),40K-80K,Credit Card,0.477,0.0
Mid-Age (30–50),40K-80K,Chequing Account,0.48,0.0
Mid-Age (30–50),40K-80K,Investment,0.697,0.0
Mid-Age (30–50),40K-80K,Credit Card,0.786,0.0
Mid-Age (30–50),80K-120K,Chequing Account,0.762,12128.27171511604
Senior (50+),40K-80K,Credit Card,0.957,2026.557876618549
Young (<30),80K-120K,Chequing Account,1.0,-1418.5250961034585
Senior (50+),40K-80K,Chequing Account,0.996,12013.970906389339
Mid-Age (30–50),<40K,Credit Card,0.752,9322.394114032391
Mid-Age (30–50),40K-80K,Investment,0.592,0.0
Mid-Age (30–50),80K-120K,Investment,0.599,0.0
Senior (50+),80K-120K,Credit Card,0.527,0.0
Mid-Age (30–50),40K-80K,Chequing Account,0.812,778.0679899959478
Mid-Age (30–50),40K-80K,Chequing Account,0.609,0.0
Senior (50+),80K-120K,Investment,0.98,10616.098887617753
Senior (50+),80K-120K,Chequing Account,0.851,9230.928979989641
Senior (50+),<40K,Credit Card,0.405,2579.4023193539033
Senior (50+),40K-80K,Credit Card,1.0,5857.750378588909
